sf2PPeXQrUA_000000_000010#enc2zh#0 一个男孩踢了一个领域的足球，一个女孩在它之后奔跑
JUbuepvei2k_000013_000023#enc2zh#2 一个女人和两个孩子在后院里有一个水气球战斗
JUbuepvei2k_000013_000023#enc2zh#3 一名妈妈和孩子一起玩，他们扔了水
JUbuepvei2k_000013_000023#enc2zh#4 母亲和她的孩子外面有一个水斗
JUbuepvei2k_000013_000023#enc2zh#5 两个孩子和成年人在外面玩一桶水气球
JUbuepvei2k_000013_000023#enc2zh#6 一个女人玩两个女孩投掷气球充满了水
JUbuepvei2k_000013_000023#enc2zh#7 一个家庭在互相扔水球外面
JUbuepvei2k_000013_000023#enc2zh#8 一群人正在玩一桶球，互相投掷它们
JUbuepvei2k_000013_000023#enc2zh#9 一群人在外面玩，开始把球放入小蓝色苍白
558iWbgz8RQ_000052_000062#enc2zh#0 夏威夷衬衣的一个人笑和演奏尤克里里琴
558iWbgz8RQ_000052_000062#enc2zh#1 夏威夷衬衫和帽子的一个男人正在玩尤克里里琴
558iWbgz8RQ_000052_000062#enc2zh#2 夏威夷衬衫和edoRa的一个人正在弹奏一只棕色木制尤克里里琴
558iWbgz8RQ_000052_000062#enc2zh#3 一个男人在穿夏威夷衬衫时玩夏威夷素
558iWbgz8RQ_000052_000062#enc2zh#4 帽子的一个男人在夏威夷衬衫上举行尤克里里琴
558iWbgz8RQ_000052_000062#enc2zh#5 一个戴着帽子和夏威夷衬衫的男人正在玩尤克里里琴
558iWbgz8RQ_000052_000062#enc2zh#6 夏威夷衬衫和帽子的一个男人玩尤克里里琴
558iWbgz8RQ_000052_000062#enc2zh#7 一个男人，带有一个fedora和夏威夷衬衫的夏威夷四弦琴
558iWbgz8RQ_000052_000062#enc2zh#8 一个男人站在夏威夷衬衫的夏威夷四丝子
558iWbgz8RQ_000052_000062#enc2zh#9 夏威夷衬衫的一个男人在植物前玩尤克里里琴
KX6X-0TVEsI_000015_000025#enc2zh#0 穿着灰色帽子的渔民在他的钓鱼竿中卷起，而他站在一个水体的银行
KX6X-0TVEsI_000015_000025#enc2zh#1 在钓鱼线的河岸的河岸的一个人，当说和一个女人笑
KX6X-0TVEsI_000015_000025#enc2zh#2 一个男人在一个小湖里钓鱼，因为他试图抓住鱼
KX6X-0TVEsI_000015_000025#enc2zh#3 一个男人穿着软盘渔夫的帽子站在一条小河和卷轴的岸边他的钓鱼线
KX6X-0TVEsI_000015_000025#enc2zh#4 一个男人在闪闪发光的溪流中订婚
KX6X-0TVEsI_000015_000025#enc2zh#5 一个男人有帽子卷轴在溪边的鱼
KX6X-0TVEsI_000015_000025#enc2zh#6 一个人从溪流中卷绕在钓鱼线中
KX6X-0TVEsI_000015_000025#enc2zh#7 一个老年人站在一个湖边的湖边，钓鱼
KX6X-0TVEsI_000015_000025#enc2zh#8 一个男人在一个女人笑的河边的钓鱼线中卷起
KX6X-0TVEsI_000015_000025#enc2zh#9 在岸上钓鱼试图在鱼中卷起
VReq0APgHnc_000008_000018#enc2zh#0 一个人在机器上检查不同的镜头
VReq0APgHnc_000008_000018#enc2zh#1 有人展示如何在显微镜上调整放大倍数
VReq0APgHnc_000008_000018#enc2zh#2 一个女人用手指谈论显微镜的镜片
VReq0APgHnc_000008_000018#enc2zh#3 一个女人在显微镜上显示不同的镜头，同时描述他们的放大和绊倒在她的最终发音上的放大倍数
VReq0APgHnc_000008_000018#enc2zh#4 解释显微镜的镜片的不同放大的女孩
VReq0APgHnc_000008_000018#enc2zh#5 一个人在显微镜上旋转不同的镜头
VReq0APgHnc_000008_000018#enc2zh#6 一个人谈论显微镜的放大率，同时将其翻转到适当的放大率
VReq0APgHnc_000008_000018#enc2zh#7 女学生显示在显微镜上可以使用的不同放大倍数
VReq0APgHnc_000008_000018#enc2zh#8 一个女人展示了如何在显微镜上转动拨号
VReq0APgHnc_000008_000018#enc2zh#9 一个人在坐在他们面前的显微镜周围移动
BrQi6a26vXU_000016_000026#enc2zh#0 一名老年妇女用她的手指创造羊毛纱与一群其他人一起
BrQi6a26vXU_000016_000026#enc2zh#1 妇女穿着多彩的本地衣服和草帽一起站在一起
BrQi6a26vXU_000016_000026#enc2zh#2 穿着五颜六色的衣物的一群人站立与悬挂的大袋子
BrQi6a26vXU_000016_000026#enc2zh#3 一群土着人站在谈论和笑
BrQi6a26vXU_000016_000026#enc2zh#4 一群墨西哥女士们穿着帽子和毯子围巾
BrQi6a26vXU_000016_000026#enc2zh#5 文化服装的女人用纱线围绕着纱线
BrQi6a26vXU_000016_000026#enc2zh#6 当其他女性笑着时，一个女人正在拿出她的包里
BrQi6a26vXU_000016_000026#enc2zh#7 一个当地玻利维亚女人在与她的小组站立时编织
BrQi6a26vXU_000016_000026#enc2zh#8 一群妇女在街道上有拿着羊毛串绳索的一个妇女
BrQi6a26vXU_000016_000026#enc2zh#9 一个女人站在外面拿着纱线的短管轴
Y9_AJlP0iUY_000373_000383#enc2zh#0 在户外舞台上，一个女人正在玩小提琴，而其他女人则看
Y9_AJlP0iUY_000373_000383#enc2zh#1 一名年轻女子在一群人面前在小提琴上玩一首歌
Y9_AJlP0iUY_000373_000383#enc2zh#2 服装中的女性在扮演小提琴的人群面前表演
Y9_AJlP0iUY_000373_000383#enc2zh#3 一位穿着的女士正在舞台上的小提琴上播放一首歌
Y9_AJlP0iUY_000373_000383#enc2zh#4 穿着衣服的女人正在玩一只小提琴，因为其他音乐家也在外面伴随着伴奏
Y9_AJlP0iUY_000373_000383#enc2zh#5 一件穿着的女人在一群观看的人群面前扮演一首歌曲
Y9_AJlP0iUY_000373_000383#enc2zh#6 一个女人穿着雪纺连衣裙，带领灯光扮演小提琴
Y9_AJlP0iUY_000373_000383#enc2zh#7 一名穿着一件漂亮的女人正在玩乐器
Y9_AJlP0iUY_000373_000383#enc2zh#8 服装的妇女在户外散步播放小提琴
Y9_AJlP0iUY_000373_000383#enc2zh#9 妇女穿着漫画的服装扮演一只小提琴
3PKi-hiB7YA_000113_000123#enc2zh#0 车轮上的风滑翔机通过浅水区的冲浪行驶
3PKi-hiB7YA_000113_000123#enc2zh#1 一名男子骑着陆地三轮车穿过海滩上的冲浪
3PKi-hiB7YA_000113_000123#enc2zh#2 人推车沿海岸的浅水帆，拉动水平绳索控制推车
3PKi-hiB7YA_000113_000123#enc2zh#3 一个年轻人是在深海中骑马的骑行车辆
3PKi-hiB7YA_000113_000123#enc2zh#4 一个男人坐在风赛车里，并通过水坐在一起
3PKi-hiB7YA_000113_000123#enc2zh#5 当他失去平衡时，三轮车上的风帆冲浪者正在穿过海断线
3PKi-hiB7YA_000113_000123#enc2zh#6 一个人沿着海滩上帆船骑着一辆三轮车
3PKi-hiB7YA_000113_000123#enc2zh#7 一个男人在浅水中航行，骑自行车和帆在它上面
3PKi-hiB7YA_000113_000123#enc2zh#8 一个男人在水中使用土地风帆冲浪者失败了，当波浪命中时失败了
3PKi-hiB7YA_000113_000123#enc2zh#9 一个年轻人风冲浪户外在海滩与他的盔甲
LvD57lc6WnU_000016_000026#enc2zh#0 刀子的人在切板切割鸡
LvD57lc6WnU_000016_000026#enc2zh#1 一个人握住一把刀，通过鸡胸肉切割
LvD57lc6WnU_000016_000026#enc2zh#2 一个人在砧板上仔细切割肉
LvD57lc6WnU_000016_000026#enc2zh#3 一个人在厨房里使用一个非常锋利的刀子在切菜板上切割一些鸡肉
LvD57lc6WnU_000016_000026#enc2zh#4 一个人正在使用一把刀在木制切菜板上切片肉
LvD57lc6WnU_000016_000026#enc2zh#5 一双手正在展示如何在音乐剧中妥善切割肉
LvD57lc6WnU_000016_000026#enc2zh#6 刀叉的人在砧板上切鸡
LvD57lc6WnU_000016_000026#enc2zh#7 一个人站在一个柜台和切片鸡肉
LvD57lc6WnU_000016_000026#enc2zh#8 厨师切成鸡成薄薄的条带，在木制切割板上用钢刀
LvD57lc6WnU_000016_000026#enc2zh#9 有人正在使用一把刀切成木板上的鸡肉
PcQ3hA5iOPM_000073_000083#enc2zh#0 一个人正在熨烫孩子毛发，在背景中有音乐
PcQ3hA5iOPM_000073_000083#enc2zh#1 一个年轻的女孩得到她的头发，她的朋友完成了她的头发，她解释了它的完成方式
PcQ3hA5iOPM_000073_000083#enc2zh#2 一个女人用扁铁矫正另一个女人的头发
PcQ3hA5iOPM_000073_000083#enc2zh#3 一个女人在解释她在做什么时矫正另一个女人的头发
PcQ3hA5iOPM_000073_000083#enc2zh#4 一个人正在展示如何使用扁铁伸直头发
PcQ3hA5iOPM_000073_000083#enc2zh#5 一个女孩正在使用矫直铁来伸直另一个女孩的头发
PcQ3hA5iOPM_000073_000083#enc2zh#6 在一名妇女的一名妇女在一个发廊的另一个妇女
PcQ3hA5iOPM_000073_000083#enc2zh#7 坐着的雌性的头发使用蓝色刷子慢慢矫直
PcQ3hA5iOPM_000073_000083#enc2zh#8 有人使用扁铁伸直另一个人的头发
PcQ3hA5iOPM_000073_000083#enc2zh#9 一个女孩解释如何正确伸直头发，同时矫正另一个女孩的头发
FKjRMG8tnU0_000061_000071#enc2zh#0 有人走过过去，在背景中嗡嗡作响
FKjRMG8tnU0_000061_000071#enc2zh#1 一个人走过割草机的割草机，这是一个发出响亮的声音
FKjRMG8tnU0_000061_000071#enc2zh#2 在整个持续时间内听到电机运行的声音
FKjRMG8tnU0_000061_000071#enc2zh#3 在树附近的一个人与下落的叶子在草地上
FKjRMG8tnU0_000061_000071#enc2zh#4 一个人在外面，地上有很多叶子
FKjRMG8tnU0_000061_000071#enc2zh#5 听说割草机的声音是因为有人在填充围场上开始它
FKjRMG8tnU0_000061_000071#enc2zh#6 所有所示的都是一个带有一堆叶子的院子，在背景中你可以听到一个响亮的电机
FKjRMG8tnU0_000061_000071#enc2zh#7 走出射击的人的慢动作动作在用干燥叶子盖的象草地区
FKjRMG8tnU0_000061_000071#enc2zh#8 站立在院子里的一个人盖了很多叶子
FKjRMG8tnU0_000061_000071#enc2zh#9 一个男人用割草机穿过草地
Kcz7K-1UVag_000000_000010#enc2zh#0 一个男人在健身房做一个大球的锻炼
Kcz7K-1UVag_000000_000010#enc2zh#1 行使在健身房的一个人与瑜伽球
Kcz7K-1UVag_000000_000010#enc2zh#2 一个男人在健身房是使用运动球来做弓步
Kcz7K-1UVag_000000_000010#enc2zh#3 一个男人在一个大型锻炼球的帮助下做核心锻炼
Kcz7K-1UVag_000000_000010#enc2zh#4 一个男人正在在健身房的地板上使用锻炼球进行AB锻炼
Kcz7K-1UVag_000000_000010#enc2zh#5 一个男人用他的脚在运动球上锻炼，他的手直接在地上
Kcz7K-1UVag_000000_000010#enc2zh#6 做腿锻炼的人，当使用球和他的平衡的胳膊
Kcz7K-1UVag_000000_000010#enc2zh#7 一件蓝色衬衫的一个男人在绿色平衡球做山登山者
Kcz7K-1UVag_000000_000010#enc2zh#8 一个男人在健身房练习用一个大膨胀的球用他的手在地面上
Kcz7K-1UVag_000000_000010#enc2zh#9 一个男人使用一个大球来完成腿部运动
nD6aGWeuJbk_000000_000010#enc2zh#0 一个小男孩和一个婴儿坐在地上父母正在教孩子拥抱年长的男孩，他做到了
nD6aGWeuJbk_000000_000010#enc2zh#1 一个男人告诉宝宝拥抱另一个小男孩
nD6aGWeuJbk_000000_000010#enc2zh#2 妈妈和爸爸告诉其中一个男孩让查理拥抱，他肯定
nD6aGWeuJbk_000000_000010#enc2zh#3 当宝宝过来拥抱时，一个婴儿和一个小孩在彼此旁边撒谎
nD6aGWeuJbk_000000_000010#enc2zh#4 一个婴儿在地板上，他的哥哥被告知拥抱他
nD6aGWeuJbk_000000_000010#enc2zh#5 两个小男孩坐在地上，互相面对，微笑着
nD6aGWeuJbk_000000_000010#enc2zh#6 两个婴儿在整个玩具上玩耍
nD6aGWeuJbk_000000_000010#enc2zh#7 一个婴儿和小孩在婴儿到达并抓住小孩时，在地板上设定在地板上
nD6aGWeuJbk_000000_000010#enc2zh#8 当成年人告诉其中一个拥抱另一个人来说，两个小男孩坐在地上
nD6aGWeuJbk_000000_000010#enc2zh#9 一个孩子和一个婴儿听男人说拥抱查理
uQk0V2_KliQ_000815_000825#enc2zh#0 一群人正在舞台上由指挥领导的乐器
uQk0V2_KliQ_000815_000825#enc2zh#1 一个小管弦乐队正在教堂里玩
uQk0V2_KliQ_000815_000825#enc2zh#2 一群乐队成员互相播放一首歌
uQk0V2_KliQ_000815_000825#enc2zh#3 在他们播放的时候，指挥在音乐群体之前
uQk0V2_KliQ_000815_000825#enc2zh#4 一群人正在演奏不同的乐器和前面的教练指南
uQk0V2_KliQ_000815_000825#enc2zh#5 管弦乐队正在与指挥的舞台上表演
uQk0V2_KliQ_000815_000825#enc2zh#6 舞台上的一个小管弦乐队正在等待指数的方向
uQk0V2_KliQ_000815_000825#enc2zh#7 一群音乐家正在与乐器一起玩
uQk0V2_KliQ_000815_000825#enc2zh#8 在一个舞台上，一个人开展音乐，这些音乐被坐在他面前坐在他面前
uQk0V2_KliQ_000815_000825#enc2zh#9 一个小型合奏在由指挥引导的同时发挥音乐
-8wsYw78yTc_000007_000017#enc2zh#0 一个幼儿在地上的人行道粉笔绘制，然后扫过它
-8wsYw78yTc_000007_000017#enc2zh#1 一个小男孩拿起扫帚并开始假装扫地
-8wsYw78yTc_000007_000017#enc2zh#2 一个年轻的男孩正在使用扫帚扫到车库外面
-8wsYw78yTc_000007_000017#enc2zh#3 一个孩子试图用大扫帚扫地车库
-8wsYw78yTc_000007_000017#enc2zh#4 一个小男孩被展示坐在车库里玩他的玩具
-8wsYw78yTc_000007_000017#enc2zh#5 一个红色帽子的小男孩用一个大的绿色推扫帚扫过车库
-8wsYw78yTc_000007_000017#enc2zh#6 一个年轻的男孩在他爸爸的电影中扫过车库并指导他
-8wsYw78yTc_000007_000017#enc2zh#7 车库里的一个幼儿拿着一个大绿色扫帚
-8wsYw78yTc_000007_000017#enc2zh#8 一个孩子倒下了他的玩具，以便尝试与扫帚扫过，这对他来说显然太大了
-8wsYw78yTc_000007_000017#enc2zh#9 婴儿粉碎成杯子，然后扫地
n15ydcfmZCQ_000090_000100#enc2zh#0 连续男性为一群人进行独奏软鞋跳舞
n15ydcfmZCQ_000090_000100#enc2zh#1 不同设置中的不同人数都被视为音乐跳舞
n15ydcfmZCQ_000090_000100#enc2zh#2 一个人在一群人跳舞之前跳舞，然后再跳舞乡村风格，而嘻哈音乐剧
n15ydcfmZCQ_000090_000100#enc2zh#3 一群人在乐队演奏音乐时跳舞
n15ydcfmZCQ_000090_000100#enc2zh#4 一群人轻拍跳舞，而嘻哈被淘汰出局
n15ydcfmZCQ_000090_000100#enc2zh#5 各种各样的人对与音乐家在后台的糟糕的音乐非常跳舞
n15ydcfmZCQ_000090_000100#enc2zh#6 在人群面前做不同的舞蹈
n15ydcfmZCQ_000090_000100#enc2zh#7 不同的舞者展示他们如何跳舞音乐节奏
n15ydcfmZCQ_000090_000100#enc2zh#8 许多不同的人拍手并踢踏舞
n15ydcfmZCQ_000090_000100#enc2zh#9 播放旧式舞蹈的各种剪辑是为了说唱音乐
yszYp04CCwE_000012_000022#enc2zh#0 一个男孩和一个女孩在线站立时搞笑面孔
yszYp04CCwE_000012_000022#enc2zh#1 几个孩子在相机前面玩弄有趣的面孔
yszYp04CCwE_000012_000022#enc2zh#2 一些孩子正在调查一台相机并制作有趣的面孔
yszYp04CCwE_000012_000022#enc2zh#3 孩子们正在尖叫，笑着说话，因为他们正在制作荒谬的面孔
yszYp04CCwE_000012_000022#enc2zh#4 一个男孩在拉脸上笑着笑着镜头，一个女孩在做同样的事情并拉扯她的眼睛
yszYp04CCwE_000012_000022#enc2zh#5 很多人都在等待机票和少数孩子嘲笑相机
yszYp04CCwE_000012_000022#enc2zh#6 一个小组中的几十青少年正站在镜头前并造成脸部
yszYp04CCwE_000012_000022#enc2zh#7 年轻人在一个室外活动使有趣的面孔和噪音变成相机
yszYp04CCwE_000012_000022#enc2zh#8 一群孩子在户外乱有一群大群人
yszYp04CCwE_000012_000022#enc2zh#9 几个孩子在人群中为卡马的人脱掉了人
q21qB87cnos_000111_000121#enc2zh#0 一个小男孩坐在沙发上，然后翻页报纸的页面
q21qB87cnos_000111_000121#enc2zh#1 坐在黑色长沙发的一张幼儿翻阅一张报纸
q21qB87cnos_000111_000121#enc2zh#2 一个小孩坐在沙发上，然后转动报纸的页面
q21qB87cnos_000111_000121#enc2zh#3 坐在沙发上的男孩正在转向报纸的页面
q21qB87cnos_000111_000121#enc2zh#4 一个小男孩坐在沙发上，假装读报纸
q21qB87cnos_000111_000121#enc2zh#5 一个幼儿坐在沙发上，在膝盖上用一份报纸和翻页
q21qB87cnos_000111_000121#enc2zh#6 一个小男孩是通过一个接一个地翻页阅读新闻纸
q21qB87cnos_000111_000121#enc2zh#7 一个年轻的男孩坐在沙发上阅读新闻纸
q21qB87cnos_000111_000121#enc2zh#8 一个男孩正在读一份报纸并转过几次页面
q21qB87cnos_000111_000121#enc2zh#9 一个年轻的男孩正在看一个新闻报纸，而其他男孩在背景中谈论
TpaHKH6UkDs_000304_000314#enc2zh#0 准备面团的一个人在一个木委员会用面粉
TpaHKH6UkDs_000304_000314#enc2zh#1 一位厨师在一个平的圆形白板上仔细处理扁平的面团
TpaHKH6UkDs_000304_000314#enc2zh#2 一个男人在它下面的面粉之前折叠在一块面团上，然后滚出面团
TpaHKH6UkDs_000304_000314#enc2zh#3 在一个披萨石头上，一个人使用他的手折叠面团撒上面粉并展开面团
TpaHKH6UkDs_000304_000314#enc2zh#4 在桌上混乱的一个人用面团和调整它在一个木板上
TpaHKH6UkDs_000304_000314#enc2zh#5 厨师使用薄圆面团上的擀面杖，他进一步滚动圆形石头
TpaHKH6UkDs_000304_000314#enc2zh#6 一个男人将圆形糕点折叠在地板上，然后展开它并继续滚动糕点
TpaHKH6UkDs_000304_000314#enc2zh#7 圆形披萨石头上有一个厨师折叠和面团
TpaHKH6UkDs_000304_000314#enc2zh#8 一个人在厨房里，压扁了面团
TpaHKH6UkDs_000304_000314#enc2zh#9 一个男人正展示了与面团一起工作，因为他谈到这个过程
Ms2iNKIsaXU_000050_000060#enc2zh#0 一个男人站在一个玻璃外壳外，有火
Ms2iNKIsaXU_000050_000060#enc2zh#1 在一个房间内点燃火灾，以测试灭火系统
Ms2iNKIsaXU_000050_000060#enc2zh#2 一个男人站在一个玻璃盒旁边，小桌子桌子着火了
Ms2iNKIsaXU_000050_000060#enc2zh#3 一个男人在含有的壁橱里露出一场火，然后火熄灭了
Ms2iNKIsaXU_000050_000060#enc2zh#4 在受控环境中，一名年轻人站立的火灾
Ms2iNKIsaXU_000050_000060#enc2zh#5 这位女士正展示了一种行为，因为她灯火和烟雾被排出
Ms2iNKIsaXU_000050_000060#enc2zh#6 人们在玻璃上拍摄的一个物体，因为他们花了燃烧需要多长时间
Ms2iNKIsaXU_000050_000060#enc2zh#7 一个男人正在展示房屋火灾中的预灼热过程
Ms2iNKIsaXU_000050_000060#enc2zh#8 一名男子从含有烧烤火灾的小隔间走路，然后按下一个按钮以触发熄灭火灾的气体释放
Ms2iNKIsaXU_000050_000060#enc2zh#9 在玻璃容器内有一台燃烧的书桌，然后熄灭
e9mZDLGioxU_000104_000114#enc2zh#0 锯用于切割金属管，然后是陶瓷瓷砖
e9mZDLGioxU_000104_000114#enc2zh#1 使用切割机将瓷砖切成碎片的人
e9mZDLGioxU_000104_000114#enc2zh#2 一个人正在使用工具在工作台上切割瓷砖
e9mZDLGioxU_000104_000114#enc2zh#3 一个男人用特殊钻头展示如何削减金属和陶瓷
e9mZDLGioxU_000104_000114#enc2zh#4 一名男子演示了锯切通过金属管，然后陶瓷瓷砖切割
e9mZDLGioxU_000104_000114#enc2zh#5 一个男人演示了使用Powertool切割陶瓷瓷砖
e9mZDLGioxU_000104_000114#enc2zh#6 一个人正在使用具有激光器的电动工具，切割不同表面上的东西
