3c0hLqxvSSI_000000_000010#enc2zh#0 在不同的变异的平台上的一个人俯卧撑
bbZMxUKuKms_000293_000303#enc2zh#9 一个男人制作游戏中时光倒流，他使用一只直剃刀刮他的头部和脸
mkWVHDG7l14_000417_000427#enc2zh#0 一个男人们严厉地揉了揉另一个男人，而其他人站在他们身边
mkWVHDG7l14_000417_000427#enc2zh#1 一个男人坐在椅子上有头发按摩
mkWVHDG7l14_000417_000427#enc2zh#2 一个男人坐下的男人用另一个男人按摩头发
mkWVHDG7l14_000417_000427#enc2zh#3 一个男人在理发后用手造型的另一个人的头发
mkWVHDG7l14_000417_000427#enc2zh#4 一个男人坐下，而另一个男人用手穿过他的头发
mkWVHDG7l14_000417_000427#enc2zh#5 当他迅速塑造时，一个人摩擦另一个男人的头发
mkWVHDG7l14_000417_000427#enc2zh#6 一个人在一个理发店吞噬了他的头发
mkWVHDG7l14_000417_000427#enc2zh#7 一个男人坐在椅子上另一个男人正在按摩他的头
mkWVHDG7l14_000417_000427#enc2zh#8 一个人来到那里头摩擦，其他人在等待得到它
mkWVHDG7l14_000417_000427#enc2zh#9 一个男人坐在一个理发店，然后按摩头部
0vNsmpUxHT0_000024_000034#enc2zh#0 两个女孩正在制作一个视频，以问他们更喜欢的人
0vNsmpUxHT0_000024_000034#enc2zh#1 两个女孩正在谈论一个白色的帽，与蓝色边缘与洛杉矶词在它上面
0vNsmpUxHT0_000024_000034#enc2zh#2 两名女孩拍摄自己炫耀洛杉矶棒球帽
0vNsmpUxHT0_000024_000034#enc2zh#3 两个年轻女孩谈话与相机，同时炫耀洛杉矶帽子，他们在下面询问评论
0vNsmpUxHT0_000024_000034#enc2zh#4 显示帽子和谈话与照相机的两个年轻女孩
0vNsmpUxHT0_000024_000034#enc2zh#5 两个女孩在一个房间里炫耀并谈论一个棒球帽抱着
0vNsmpUxHT0_000024_000034#enc2zh#6 两个有英国口音的女孩展示棒球帽并要求反馈
0vNsmpUxHT0_000024_000034#enc2zh#7 两个年轻女孩展示棒球帽作为凌乱的头发的风格选择
0vNsmpUxHT0_000024_000034#enc2zh#8 两个女孩谈论洛杉矶缝合的帽子
0vNsmpUxHT0_000024_000034#enc2zh#9 两个可爱的女孩炫耀他们得到的帽子并要求评论
ZD6grPzt6mw_000186_000196#enc2zh#0 一系列狗观察他们的环境，看看相机附近
ZD6grPzt6mw_000186_000196#enc2zh#1 一只狗的视频被拍摄的第一只狗在他的笼子里看起来很伤心，而另一只狗在他的业主武器中又抱在武器中，最后是最后一只狗正在整理
ZD6grPzt6mw_000186_000196#enc2zh#2 显示几种不同类型的狗的剪切场景拼贴画
ZD6grPzt6mw_000186_000196#enc2zh#3 对狗的国家乱蓬蓬的乱蓬蓬的评论
ZD6grPzt6mw_000186_000196#enc2zh#4 一只狗在白色栅栏后面狗坐在女人的实验室里一点点吹干
ZD6grPzt6mw_000186_000196#enc2zh#5 长头发的不同狗是一个男人谈论他们所拥有的问题类型
ZD6grPzt6mw_000186_000196#enc2zh#6 各种狗，包括一个拥有它的长发修饰的狗
ZD6grPzt6mw_000186_000196#enc2zh#7 一只短发的棕色狗，另一个棕色的头发与一个男人播放关于狗健康的东西
ZD6grPzt6mw_000186_000196#enc2zh#8 汇编所有不同形状和大小的小狗
ZD6grPzt6mw_000186_000196#enc2zh#9 在检查跳蚤时，狗正在修饰和刷牙
3tbUUUqS5U8_000026_000036#enc2zh#0 音乐扮演一个男人在驾驶汽车时抽烟
3tbUUUqS5U8_000026_000036#enc2zh#1 一名男子在他的车上吸烟，当他驾驶到路上
3tbUUUqS5U8_000026_000036#enc2zh#2 一个男人在街上驾驶一个速度时抽一支烟
3tbUUUqS5U8_000026_000036#enc2zh#3 一名男子被视为在蓝色汽车中吸烟的路上驾驶道路
3tbUUUqS5U8_000026_000036#enc2zh#4 一个人驾驶汽车，正在吸烟
3tbUUUqS5U8_000026_000036#enc2zh#5 一个男人吸烟和男人正在驾驶汽车烟是在看镜子中驾驶的数字中
3tbUUUqS5U8_000026_000036#enc2zh#6 一个人吸烟卷烟驾驶一辆小汽车在巷道上
3tbUUUqS5U8_000026_000036#enc2zh#7 一个人在驾驶车辆上的车辆时抽一支烟
3tbUUUqS5U8_000026_000036#enc2zh#8 一个男人在抽烟时驾驶他的汽车
3tbUUUqS5U8_000026_000036#enc2zh#9 一个男人在泥土路上吸烟和驾驶
GfMigQqZADw_000037_000047#enc2zh#0 很多人都在海洋上阳光灿烂的日子，风筝登机和风筝帆船
GfMigQqZADw_000037_000047#enc2zh#1 骑海浪板的人被一只风筝拉扯的人在背景上
GfMigQqZADw_000037_000047#enc2zh#2 几个人在美好的一天穿过开放的波浪滑动
GfMigQqZADw_000037_000047#enc2zh#3 一个人在水上被风吹过风筝的风筝冲刺，带有其他风筝冲浪者和风帆冲浪者
GfMigQqZADw_000037_000047#enc2zh#4 一群人正在使用董事会和帆在海洋中冲浪
GfMigQqZADw_000037_000047#enc2zh#5 在海上，一群人在高潮中冲浪
GfMigQqZADw_000037_000047#enc2zh#6 一个人在大多数平静的海洋上登机
GfMigQqZADw_000037_000047#enc2zh#7 人们在海洋中冲浪，水粗糙
GfMigQqZADw_000037_000047#enc2zh#8 一个年轻人是降落伞冲浪，其他人在距离正在做同样的事情，而音乐正在在背景中播放
GfMigQqZADw_000037_000047#enc2zh#9 各种风帆冲浪者在附加到帆的部分阴天上骑行波浪
Bfyp0C02sko_000248_000258#enc2zh#0 在一个鸡蛋中制备两个鸡蛋一个鸡蛋被染色紫色
Bfyp0C02sko_000248_000258#enc2zh#1 一个人煎炸着彩色粉红色和绿色的鸡蛋
Bfyp0C02sko_000248_000258#enc2zh#2 一位年轻的厨师在锅里在顶部的蛋黄制作了绿色和粉红色的鸡蛋
Bfyp0C02sko_000248_000258#enc2zh#3 有人炸薯条两个鸡蛋一个染色粉红色和一个染色的绿色
Bfyp0C02sko_000248_000258#enc2zh#4 个人在锅中烹饪两个鸡蛋，蛋黄是两种不同的颜色
Bfyp0C02sko_000248_000258#enc2zh#5 两个蛋黄被置于锅中的食物调味白色蛋黄，直到他们煮熟
Bfyp0C02sko_000248_000258#enc2zh#6 一个人把鸡蛋放入一个锅里的绿色和粉红色的煎蛋卷中
Bfyp0C02sko_000248_000258#enc2zh#7 食物颜色加入油炸鸡蛋和蛋黄上
Bfyp0C02sko_000248_000258#enc2zh#8 食物着色已被添加到两个鸡蛋中，因为它们是阳光充足的侧面
Bfyp0C02sko_000248_000258#enc2zh#9 在将两只蛋黄滴入白人之前，一个人在蛋白中添加食物着色
7CMDfgJA1qA_000003_000013#enc2zh#0 一个男孩正在骑着一个独轮车，他如何开始这样做
7CMDfgJA1qA_000003_000013#enc2zh#1 一个男孩骑着独轮车，并描述为他的朋友买一个
7CMDfgJA1qA_000003_000013#enc2zh#2 一个男人外面在路上骑着一个独轮车，然后通过一个领域
7CMDfgJA1qA_000003_000013#enc2zh#3 一个年轻人谈论购买独轮车并显示骑在它的人的经历
7CMDfgJA1qA_000003_000013#enc2zh#4 一个家伙在街上骑独轮车然后在田野里
7CMDfgJA1qA_000003_000013#enc2zh#5 一个孩子在街道和田野上骑在一个独轮车上
7CMDfgJA1qA_000003_000013#enc2zh#6 一个年轻人正在展示如何骑自行车，另一个人在谈论它
7CMDfgJA1qA_000003_000013#enc2zh#7 一个男人在各种位置骑着一个独轮车，在一个领域的另一条街道上
7CMDfgJA1qA_000003_000013#enc2zh#8 一个关于为朋友买单轮脚踏车的故事，同时展示一个单轮脚踏车和骑马的照片
7CMDfgJA1qA_000003_000013#enc2zh#9 学习UNI周期以及一个人如何得到一个
9VS6_d7v3i4_000048_000058#enc2zh#0 一个婴儿走向相机，然后在手里开始摇动一些摩洛哥
9VS6_d7v3i4_000048_000058#enc2zh#1 一只小婴儿爬向相机并用一双马拉卡斯玩
9VS6_d7v3i4_000048_000058#enc2zh#2 一个婴儿坐在床上移动，然后他正在玩一套maracas
9VS6_d7v3i4_000048_000058#enc2zh#3 婴儿在床上爬行，然后用马拉卡斯玩
9VS6_d7v3i4_000048_000058#enc2zh#4 乌鸦坐在床上使用与一套maracas的胖乎乎
9VS6_d7v3i4_000048_000058#enc2zh#5 孩子正在玩马拉卡斯，而妈妈欢呼
9VS6_d7v3i4_000048_000058#enc2zh#6 一个年轻的男孩和马拉卡斯一起玩，他的妈妈鼓励他
9VS6_d7v3i4_000048_000058#enc2zh#7 小孩坐在床上，并用maracas玩
9VS6_d7v3i4_000048_000058#enc2zh#8 一个小婴儿坐在床上，他们正在玩他们手里的不同物体
9VS6_d7v3i4_000048_000058#enc2zh#9 一个男婴坐在床上玩maracas
-EY5C7ExBO4_000133_000143#enc2zh#0 一个人持有一个大的真菌捡起另一个人滴下它并刷掉大真菌的污垢
-EY5C7ExBO4_000133_000143#enc2zh#1 一个女人从地上收集蘑菇然后她用手擦拭蘑菇
-EY5C7ExBO4_000133_000143#enc2zh#2 一个人从地面上捡起蘑菇并刷掉泥土
-EY5C7ExBO4_000133_000143#enc2zh#3 一个女人是户外收获一个大波浪形的蘑菇
-EY5C7ExBO4_000133_000143#enc2zh#4 一个人在田野里拿着白色的东西拿起别的东西然后把它放下然后擦拭他们持有的东西的污垢
-EY5C7ExBO4_000133_000143#enc2zh#5 一个人正在清理他们从地面挑选的物体
-EY5C7ExBO4_000133_000143#enc2zh#6 有人在一个晴天，在地上摘花
-EY5C7ExBO4_000133_000143#enc2zh#7 当她从地面挑选东西并刷掉它时，女人弯腰
-EY5C7ExBO4_000133_000143#enc2zh#8 一个非英语的男孩从院子里挑选出一些东西然后摇晃它干净
-EY5C7ExBO4_000133_000143#enc2zh#9 关闭掠过的污垢的灰色一些白色植物
CXPpgR3wSGg_000002_000012#enc2zh#0 人用一只手在键盘上扮演几个笔记，然后转向侧面，用手抬起
CXPpgR3wSGg_000002_000012#enc2zh#1 在转动之前，一名男子在键盘上播放快速调整，以调整相机
CXPpgR3wSGg_000002_000012#enc2zh#2 一个人坐在椅子上，用手弹钢琴
CXPpgR3wSGg_000002_000012#enc2zh#3 一只年轻人用一只手弹钢琴
CXPpgR3wSGg_000002_000012#enc2zh#4 一个年轻人坐在窗户附近的一张桌子上，在键盘仪器上扮演一个曲调
CXPpgR3wSGg_000002_000012#enc2zh#5 一个人正在播放键盘并设置钥匙
CXPpgR3wSGg_000002_000012#enc2zh#6 佩带在电子键盘的一个坐的佩带的玻璃佩带的玻璃
CXPpgR3wSGg_000002_000012#enc2zh#7 一个年轻的家伙非常简单地演奏黑色键盘
CXPpgR3wSGg_000002_000012#enc2zh#8 当窗户坐着时，这个小男孩在玩钢琴时玩得很开心
CXPpgR3wSGg_000002_000012#enc2zh#9 在一个人的房间里，一个男人坐在电子键盘上
X6HK_ckx54Q_000008_000018#enc2zh#0 一个人演示了如何制作叫做玫瑰花蕾的餐巾纸
X6HK_ckx54Q_000008_000018#enc2zh#1 在一个特写镜头射击一个人折叠一个花哨的餐巾，而女人在声音中发出指示
X6HK_ckx54Q_000008_000018#enc2zh#2 一个人把布折叠成三角形，然后再次折叠角落
X6HK_ckx54Q_000008_000018#enc2zh#3 这位女士正在以适当的方式折叠餐巾纸的演示
X6HK_ckx54Q_000008_000018#enc2zh#4 玫瑰bub被子聚集了一些亚麻被子
X6HK_ckx54Q_000008_000018#enc2zh#5 两只手折叠一块织物，而一个织物描述了技术
X6HK_ckx54Q_000008_000018#enc2zh#6 用一块布料制作玫瑰花蕾的教程，其中一块布料在视频中
X6HK_ckx54Q_000008_000018#enc2zh#7 一个女人在放弃指示时折叠一块材料
X6HK_ckx54Q_000008_000018#enc2zh#8 一双手演示如何将桌巾折叠成特殊形状
X6HK_ckx54Q_000008_000018#enc2zh#9 一个女人折成一个餐巾成分形成三角形，然后将点折叠在中心
bU3eTG91yXc_000000_000010#enc2zh#0 一个男人站在游泳池里，然后拉出网
bU3eTG91yXc_000000_000010#enc2zh#1 一个男人用蘸净的泳池清理一个游泳池，看起来看看他有什么
bU3eTG91yXc_000000_000010#enc2zh#2 一个男人在一个游泳池里面拿出一个净努力清洁它
bU3eTG91yXc_000000_000010#enc2zh#3 一个男人正在使用池撇渣器清理一个小游泳池
bU3eTG91yXc_000000_000010#enc2zh#4 一个男人在匹配蓝色短裤和衬衫用网的游泳池舀出一些东西
bU3eTG91yXc_000000_000010#enc2zh#5 在美好的一天，一个人用过滤器清洁游泳池
bU3eTG91yXc_000000_000010#enc2zh#6 站在一个游泳池，一个男人用网络拉一把撇渣器，检查它
bU3eTG91yXc_000000_000010#enc2zh#7 一个男人用一个带有长杆的撇渣器站在一个游泳池
bU3eTG91yXc_000000_000010#enc2zh#8 一个男人在网上看着他正在用来清洁他的游泳池
bU3eTG91yXc_000000_000010#enc2zh#9 一个男人用长柄举行游泳池垃圾屏，检查它
nM6O8E1RnT0_000291_000301#enc2zh#0 两个妇女在有一个妇女的厨房里倾吐的面团入蛋糕平底锅
nM6O8E1RnT0_000291_000301#enc2zh#1 两个女孩戴着厨师帽子笑着从碗里倾倒面糊
nM6O8E1RnT0_000291_000301#enc2zh#2 两名年轻女性在厨房里穿着厨师帽子，一个人刮掉了碗里的击球手
nM6O8E1RnT0_000291_000301#enc2zh#3 两个十几岁的女孩在厨房里，一个勺子食物从碗里舀到别的东西中
nM6O8E1RnT0_000291_000301#enc2zh#4 一个少妇匙子食物进入烹饪锅煮熟
nM6O8E1RnT0_000291_000301#enc2zh#5 一个人舀棕色混合在锅中
nM6O8E1RnT0_000291_000301#enc2zh#6 一个女人把成分放入一个平底锅，而另一个女人会让她感到沮丧
nM6O8E1RnT0_000291_000301#enc2zh#7 一个女人在锅里融化一些巧克力，把它放在另一个锅里
nM6O8E1RnT0_000291_000301#enc2zh#8 一个女人把面糊放入烤盘，而另一个女人的手表
nM6O8E1RnT0_000291_000301#enc2zh#9 一个女孩正在使用一把木勺来舀出烹饪锅
PCmschRcWLQ_000049_000059#enc2zh#0 随着他们的降落伞打开，两个人一起被束缚的男人参加跳伞运动
PCmschRcWLQ_000049_000059#enc2zh#1 乐观的房子音乐扮演两名男子们互相跳伞，并在大量的土地上释放他们的降落伞
PCmschRcWLQ_000049_000059#enc2zh#2 在空中，两名男子在串联跳伞并释放降落伞
PCmschRcWLQ_000049_000059#enc2zh#3 附着在另一个男人的男人被暂停在空中，然后突然打开降落伞
PCmschRcWLQ_000049_000059#enc2zh#4 两个男人是跳伞，然后他们释放他们的降落伞
PCmschRcWLQ_000049_000059#enc2zh#5 当一个人拉动降落伞线时，两个男人跳伞在一起
PCmschRcWLQ_000049_000059#enc2zh#6 两个男人是跳伞，并且有一个美好的时光，然后用降落伞升起
PCmschRcWLQ_000049_000059#enc2zh#7 在跳伞期间，两名男子在自由落体中，似乎享受自己
PCmschRcWLQ_000049_000059#enc2zh#8 当一个人突然拉降落伞，两个人在空中跳伞
PCmschRcWLQ_000049_000059#enc2zh#9 两名男子在天空潜水时有双手在空中
7r6Blg3Az6Q_000011_000021#enc2zh#0 在一门前门，门挤在咀嚼玩具，而有人把字母放入邮件插槽
7r6Blg3Az6Q_000011_000021#enc2zh#1 一只狗在邮件男人身上咆哮，因为他存放并在邮件中为所有者邮寄然后狗停止
7r6Blg3Az6Q_000011_000021#enc2zh#2 一只狗在前门里面，而邮递员邮寄狗抓住它并抛出它
7r6Blg3Az6Q_000011_000021#enc2zh#3 一只兴奋的狗在前门用一个嘈杂的吱吱声玩具玩，因为邮递员通过前槽释放邮件
7r6Blg3Az6Q_000011_000021#enc2zh#4 狗很兴奋，邮递员在门口
7r6Blg3Az6Q_000011_000021#enc2zh#5 当邮件被交付撕裂时，狗会出现坚果
7r6Blg3Az6Q_000011_000021#enc2zh#6 一只狗在吱吱作响的玩具上咀嚼邮件通过邮件插槽抓住邮件，然后开始摇动邮件
7r6Blg3Az6Q_000011_000021#enc2zh#7 一只浅棕色的狗用咀嚼玩具玩，然后作为邮件滑入邮件插槽时继续坚果
7r6Blg3Az6Q_000011_000021#enc2zh#8 一只狗兴奋地跳跃，同时在门口敲打一个嘈杂的咀嚼玩具，因为邮件被丢弃在门口的插槽
7r6Blg3Az6Q_000011_000021#enc2zh#9 一只狗等待在前门内部邮递邮件
vxO5IDDewOE_000043_000053#enc2zh#0 三个孩子在雪中玩一个站立的一个人，其中一个站立在一起，其中一个人被另一个人推
vxO5IDDewOE_000043_000053#enc2zh#1 一群公园里的孩子们在雪球队
vxO5IDDewOE_000043_000053#enc2zh#2 一群孩子在雪地里玩耍，互相投掷雪球
vxO5IDDewOE_000043_000053#enc2zh#3 站立在雪的三个男孩正在互相投掷雪球
vxO5IDDewOE_000043_000053#enc2zh#4 一群人制作雪球互相投掷
vxO5IDDewOE_000043_000053#enc2zh#5 一群男孩在公园里玩耍，互相扔雪球
vxO5IDDewOE_000043_000053#enc2zh#6 三个孩子在秋千套前面的公园里有一个雪球战斗
vxO5IDDewOE_000043_000053#enc2zh#7 在外面有几个孩子互相打雪仗
vxO5IDDewOE_000043_000053#enc2zh#8 三个男孩站在一个积雪的公园里，互相扔雪球
vxO5IDDewOE_000043_000053#enc2zh#9 在一个公园里，两个男孩在另一个男孩投掷雪球然后一个男孩们推他
b72mXcSFozc_000041_000051#enc2zh#0 一个老人在外面的钉子外面倒入一块石块
b72mXcSFozc_000041_000051#enc2zh#1 一个男人在一块大块石头上使用锤子和凿子跪在一起
b72mXcSFozc_000041_000051#enc2zh#2 一名老人在工作的时候跪在一片大块水泥上
b72mXcSFozc_000041_000051#enc2zh#3 一个男人正在使用锤子和金属尖峰，在岩石中制作洞，以打破一块
b72mXcSFozc_000041_000051#enc2zh#4 一个男人外面用锤子和一块木头，当他锤击钉子下来
b72mXcSFozc_000041_000051#enc2zh#5 一个男人穿着一个白色的班丹娜裹着他的头
b72mXcSFozc_000041_000051#enc2zh#6 一个男人跪在一块水泥上，靠近槌
b72mXcSFozc_000041_000051#enc2zh#7 一个男人正在使用长钉子来扩大长混凝土块的空间
b72mXcSFozc_000041_000051#enc2zh#8 当他从水泥结构中拉出钉子时，一个人跪在地上
b72mXcSFozc_000041_000051#enc2zh#9 一个老人在石板上的一个地方指着一个钉子，然后在板上保持钉子
F2AomQQRAqs_000047_000057#enc2zh#0 跳伞的两个人一起飞过一个大湖
F2AomQQRAqs_000047_000057#enc2zh#1 湖面上方的两个人等待串行降落伞跳跃
F2AomQQRAqs_000047_000057#enc2zh#2 一个男人和女人做在水的串起跳伞
F2AomQQRAqs_000047_000057#enc2zh#3 一个男人和一个女人一起从天空跳伞
F2AomQQRAqs_000047_000057#enc2zh#4 一个男人和女人在一些水中跳过高度
F2AomQQRAqs_000047_000057#enc2zh#5 两个人在暂停在空中时互相附加
F2AomQQRAqs_000047_000057#enc2zh#6 漂浮在空中的两个人附着在降落伞上
F2AomQQRAqs_000047_000057#enc2zh#7 一个男人和一个女人在悬挂滑翔机中飞行串联
F2AomQQRAqs_000047_000057#enc2zh#8 两个人在一起漂浮在降落伞下漂浮到地面
F2AomQQRAqs_000047_000057#enc2zh#9 两个人在谈话和看照相机时挂在降落伞上的串联
C8FVw_u3-Sw_000000_000010#enc2zh#0 一个女人从平台上跳到一根绳子，然后跳动
C8FVw_u3-Sw_000000_000010#enc2zh#1 一个人确实在摆动梁上翻转
C8FVw_u3-Sw_000000_000010#enc2zh#2 一位女士挥动，做一些体操和练习，通过摇摆下降
C8FVw_u3-Sw_000000_000010#enc2zh#3 有人挂在倒塌上，让我们从一个高平台上
