7CN3ENwfMBE_000096_000106#zh#0 一个穿着黑色衣服的人和另一个拿着纸在说话。
IB9tRqlvXqc_000016_000026#zh#8 一个穿红色衣服的男孩子牵着狗踩着滑板滑行。
IB9tRqlvXqc_000016_000026#zh#9 一个男孩用滑板在路上行走，手里牵着一只狗。
KvVRY61JS7A_000023_000033#zh#0 一个穿灰色衣服的男人牵着两条狗，一个小朋友跟在后面。
KvVRY61JS7A_000023_000033#zh#1 水泥路上一个男人牵着两条狗和一个小孩子，小孩子被狗撞倒了。
KvVRY61JS7A_000023_000033#zh#2 一个男人和一个小孩都牵着一条狗走在路上，小孩摔倒了。
KvVRY61JS7A_000023_000033#zh#3 有个穿短袖的人用绳子牵了两只狗一个小孩在路上走着。
KvVRY61JS7A_000023_000033#zh#4 在一个明亮的室外，一个人牵着两条狗正在遛狗。
KvVRY61JS7A_000023_000033#zh#5 一个男人和一个孩子在外面遛狗，然后孩子突然被带倒。
KvVRY61JS7A_000023_000033#zh#6 一个幼儿跟在一个男人身后遛狗, 然后摔倒并哭泣。
KvVRY61JS7A_000023_000033#zh#7 一个人牵着两条狗在走路，一个婴儿在后面被一只狗带倒并且哭了。
KvVRY61JS7A_000023_000033#zh#8 一个大人牵着两条狗带着一个小孩子走在街道上。
KvVRY61JS7A_000023_000033#zh#9 一个幼儿在行走时撞上一只狗，旁边的男子向他张望。
-igwdtV9JU8_000000_000010#zh#0 一个男人抱着一只狗然后把狗丢进积雪很厚的地方。
-igwdtV9JU8_000000_000010#zh#1 在一片雪地里，一个男人拎着一只狗并把它丢进雪地里。
-igwdtV9JU8_000000_000010#zh#2 一个戴着帽子的男子笑着将小狗丢到雪地里。
-igwdtV9JU8_000000_000010#zh#3 在户外，一个戴着红色帽子的男人在散步。
-igwdtV9JU8_000000_000010#zh#4 一个男人在抱着一只狗并把它丢在雪地里。
-igwdtV9JU8_000000_000010#zh#5 一个男人一边说话，天正在下雪，然后一边和他的狗去散步，最后他把狗扔进深深的雪中。
-igwdtV9JU8_000000_000010#zh#6 一个男人在用外语谈论他走过的雪。
-igwdtV9JU8_000000_000010#zh#7 一个人在雪中遛狗, 他在和镜头说话, 然后给他的狗松绑。
-igwdtV9JU8_000000_000010#zh#8 一个男人带着他的狗，把它扔进一堆蓬松的白雪。
-igwdtV9JU8_000000_000010#zh#9 一个戴着红色帽子的人走在雪地里，同时拉着狗。
WsuY_Lwj0pc_000090_000100#zh#0 一个女人在整理台面上的东西，另外一个女人也过来帮她一起整理。
WsuY_Lwj0pc_000090_000100#zh#1 一名长发女子拿起一个盘子放在一旁，随后出现了另一名女子。
WsuY_Lwj0pc_000090_000100#zh#2 两个穿着深色上衣的女人在水池里洗刷着东西。
WsuY_Lwj0pc_000090_000100#zh#3 一个穿绿色上衣的女子正在桌子前刷盘子。
WsuY_Lwj0pc_000090_000100#zh#4 一个穿着绿色衣服的人正在做一个东西。
WsuY_Lwj0pc_000090_000100#zh#5 当人们则在幕后说话时，两名妇女在厨房里洗盘子。
WsuY_Lwj0pc_000090_000100#zh#6 这两个女人正在厨房里手工洗碗。
WsuY_Lwj0pc_000090_000100#zh#7 一个女人正在厨房洗碗，而另一个女孩站在她旁边。
WsuY_Lwj0pc_000090_000100#zh#8 一个穿着短裤的女人在一个厨房准备着食物。
WsuY_Lwj0pc_000090_000100#zh#9 一位女士正站在一排蜡烛前面洗碗。
EP91m3H18FI_000014_000024#zh#0 在一个房子里有一个穿着白色衣服的女人正在洗碗。
EP91m3H18FI_000014_000024#zh#1 一个穿着白色短袖的小男孩在厨房帮助妈妈用洗碗巾洗碗。
EP91m3H18FI_000014_000024#zh#2 一对母子站在洗碗池边上，妈妈在教小男孩洗碗。
EP91m3H18FI_000014_000024#zh#3 一个小男孩站在水池边洗东西，旁边站着个大人。
EP91m3H18FI_000014_000024#zh#4 一个小孩拿着一个勺子和一个圆形物体站在水池边清洗，一个女人站在旁边。
EP91m3H18FI_000014_000024#zh#5 一个男孩和妈妈在水槽边洗碗和盘子。
EP91m3H18FI_000014_000024#zh#6 在厨房里，一个小孩和一个女人在洗碗。
EP91m3H18FI_000014_000024#zh#7 一个女人和一个孩子正在厨房的水槽里洗碗。
EP91m3H18FI_000014_000024#zh#8 一个女人和一个孩子站在水槽前面，孩子拿着一块海绵。
EP91m3H18FI_000014_000024#zh#9 一个小男孩和他的母亲站在水池旁洗盘子。
z6NziPRbdNU_000322_000332#zh#0 一个人正在利用容器里的泡沫洗着餐具。
z6NziPRbdNU_000322_000332#zh#1 一个人正在厨房洗碗，东西很杂乱，有铁勺，盘子，黄色的婉等。
z6NziPRbdNU_000322_000332#zh#2 一个人正拿着工具清理勺子和盆子。
z6NziPRbdNU_000322_000332#zh#3 一个人在用一块绿色的抹布在洗汤勺和碗。
z6NziPRbdNU_000322_000332#zh#4 一个人在洗一个勺子，洗完勺子后又洗了洗盆子。
z6NziPRbdNU_000322_000332#zh#5 一个男人洗了一个金属勺子，然后是一个金属锅。
z6NziPRbdNU_000322_000332#zh#6 一个人正在厨房里用抹布擦勺子洗锅。
z6NziPRbdNU_000322_000332#zh#7 一个人在用水槽里的肥皂水洗碗和勺子。
z6NziPRbdNU_000322_000332#zh#8 一个人正在厨房的水槽里清洗盘子和碗。
z6NziPRbdNU_000322_000332#zh#9 一个人在水池里用抹布清洁勺子和银色的盆。
yQx7iqHu4sI_000529_000539#zh#0 两个人跪在三个人面前，然后站起身来走到一边。
yQx7iqHu4sI_000529_000539#zh#1 伴着抒情的音乐，两个人向坐在凳子上的人行了礼然后起身走了。
yQx7iqHu4sI_000529_000539#zh#2 一个穿白色衣服的人正在跪着闻别人的脚。
yQx7iqHu4sI_000529_000539#zh#3 几个穿着白衣服的人围坐在一起，旁边放着电风扇。
yQx7iqHu4sI_000529_000539#zh#4 明亮的房间内，几名身穿白色外套的男子，正在房间内玩耍。
yQx7iqHu4sI_000529_000539#zh#5 一群人在礼堂里，旁边伴有小孩子的歌声。
yQx7iqHu4sI_000529_000539#zh#6 在仪式过程中，一名男子跪着然后立了起来。
yQx7iqHu4sI_000529_000539#zh#7 教堂里的男人跪在其他男人面前时孩子们在歌唱。
yQx7iqHu4sI_000529_000539#zh#8 一群教会官员在教堂里举行教堂仪式。
yQx7iqHu4sI_000529_000539#zh#9 可以听到孩子们在教堂里唱歌, 教堂里的长老们也会在教堂礼拜前得到教堂的礼拜。
6n8ziy93t1A_001998_002008#zh#0 在教堂里面， 教父正在给所有的信徒去清洗。
6n8ziy93t1A_001998_002008#zh#1 在一个教会现场，一群穿紫色衣服的人坐在位置上，有几个白色衣服的在帮他们洗脚。
6n8ziy93t1A_001998_002008#zh#2 几个穿白色衣服的男人在给一个男生洗脚。
6n8ziy93t1A_001998_002008#zh#3 一群男人坐着，一个穿白衣服的老人正在为一个男人洗脚。
6n8ziy93t1A_001998_002008#zh#4 室内几个人并排坐着，有几个穿白衣服的人弯腰在倒水擦拭。
6n8ziy93t1A_001998_002008#zh#5 一个牧师正在帮一个年轻男子洗脚。
6n8ziy93t1A_001998_002008#zh#6 伴随着音乐，一个人正在洗坐在椅子上排队脚。
6n8ziy93t1A_001998_002008#zh#7 几个人穿着很好看的衣服，另外的人给其中的一个人洗脚。
6n8ziy93t1A_001998_002008#zh#8 两个男人跪在其他男人面前, 在盆里给别人洗脚。
6n8ziy93t1A_001998_002008#zh#9 宗教官员展示了如何在仪式上洗脚。
C6JQvxjzYKo_000137_000147#zh#0 一个小男孩在安静的等着小姐姐给他剃头发。
C6JQvxjzYKo_000137_000147#zh#1 有一个外国女孩子头发上都是泡沫，后面一个长发女孩子在帮她洗头。
C6JQvxjzYKo_000137_000147#zh#2 一个穿黑色上衣的女人正在被另一个人整理头发。
C6JQvxjzYKo_000137_000147#zh#3 一个长发的女子正在给一个短发的小孩儿剪头发。
C6JQvxjzYKo_000137_000147#zh#4 一个披散着头发的女人，用手中的理发器帮躺在椅子上的女人理发。
C6JQvxjzYKo_000137_000147#zh#5 一个女人正在给另一个年轻女孩把头发剃光，然后开始笑着。
C6JQvxjzYKo_000137_000147#zh#6 一个女士正在给一个年轻人洗着头发。
C6JQvxjzYKo_000137_000147#zh#7 一个女人在美发沙龙给年轻女孩的头发洗头。
C6JQvxjzYKo_000137_000147#zh#8 一个女人正在给一个小孩子洗头发。
C6JQvxjzYKo_000137_000147#zh#9 一位女士拿着喷水头在给一个孩子冲头发。
NhRqdRjPuiI_000067_000077#zh#0 一个穿条纹衣服的女人在浴室里弯着腰洗头。
NhRqdRjPuiI_000067_000077#zh#1 一个穿条纹衣服的女人，正在卫生间里洗头。
NhRqdRjPuiI_000067_000077#zh#2 一个穿着白色衣服的人走了，一个穿着条纹衣服的女人在洗头发。
NhRqdRjPuiI_000067_000077#zh#3 在浴室里，一个女人正在清洗着自己的头发。
NhRqdRjPuiI_000067_000077#zh#4 一个人弯着腰正在用双手揉搓着自己的头发，另一个人两只手竖着大拇指。
NhRqdRjPuiI_000067_000077#zh#5 在浴室里，一位女士正在洗着她的头发。
NhRqdRjPuiI_000067_000077#zh#6 一个女人正在处理它湿漉漉的头发，另一个人从她旁边走来竖起两个大拇指。
NhRqdRjPuiI_000067_000077#zh#7 一位女士弯下身子，在水龙头上洗头。
NhRqdRjPuiI_000067_000077#zh#8 当一个人离开的时候，另外一个女人还在洗头。
NhRqdRjPuiI_000067_000077#zh#9 两个人在浴室里，一个正在洗头发，另一个双手竖起了大拇指走了出来。
C4875srn6kY_000000_000010#zh#0 明亮的房间内，一个男人，站在洗手池边洗手。
C4875srn6kY_000000_000010#zh#1 一个女人在洗手间里用洗手液洗手。
C4875srn6kY_000000_000010#zh#2 一个女人用右手拧开水管，冲洗了一下双手后把洗手液挤在手上。
C4875srn6kY_000000_000010#zh#3 一个穿黑色衣服的热打开水龙头，把手打湿之后从旁边瓶子里挤压东西在手上。
C4875srn6kY_000000_000010#zh#4 一个穿黑色衣服的人打开水龙头洗手。
C4875srn6kY_000000_000010#zh#5 一个人打开了水的开关，还用洗手液洗了手。
C4875srn6kY_000000_000010#zh#6 在浴室里，一个人打开水龙头洗手然后挤上洗手液。
C4875srn6kY_000000_000010#zh#7 一个女人正在演示如何使用一个小的肥皂来洗手。
C4875srn6kY_000000_000010#zh#8 一个穿着黑色上衣的女孩正在使用洗手液洗手。
C4875srn6kY_000000_000010#zh#9 一个女人正在一步一步地展示洗手的正确方式。
E3yce2R_yNE_000009_000019#zh#0 一个穿着白色衣服戴着眼镜的女人在一个水池旁说话。
E3yce2R_yNE_000009_000019#zh#1 一个女人站在洗手池旁边打开了水龙头。
E3yce2R_yNE_000009_000019#zh#2 医院里的大夫正在水池旁准备洗手。
E3yce2R_yNE_000009_000019#zh#3 在一个明亮的房间，穿着白色衣服的女人正准备洗手。
E3yce2R_yNE_000009_000019#zh#4 一个身穿白色上衣的女人在水池边讲解知识。
E3yce2R_yNE_000009_000019#zh#5 一名医疗专业人员在提供有关洗手的医疗建议。
E3yce2R_yNE_000009_000019#zh#6 一个穿着白色衣服的女人正在水池边说着什么然后水龙头水出来了。
E3yce2R_yNE_000009_000019#zh#7 一个穿白大褂的人站在一个水槽前正在洗手。
E3yce2R_yNE_000009_000019#zh#8 一个女人站在水池边，并用外语说一些什么话。
E3yce2R_yNE_000009_000019#zh#9 一个女人在某种实验室里说话和洗手。
X9cfsb8w7oc_000002_000012#zh#0 在客厅里，一个人正在看着电视，正播放医生的相关事情。
X9cfsb8w7oc_000002_000012#zh#1 一名外国人正在室内看手术室中生产的过程。
X9cfsb8w7oc_000002_000012#zh#2 一个人坐在那里看着电视机里做手术的画面。
X9cfsb8w7oc_000002_000012#zh#3 一个人在家中看着电视，正在动手术。
X9cfsb8w7oc_000002_000012#zh#4 在一个房间里，有一台电视剧正在播放内容。房间里摆放着桌椅。
X9cfsb8w7oc_000002_000012#zh#5 一个人正在家里看着电视中显示的一些画面。
X9cfsb8w7oc_000002_000012#zh#6 一个人正在在家里观看电视上的手术节目。
X9cfsb8w7oc_000002_000012#zh#7 一个人坐在房间里看一个有关手术的电视节目。
X9cfsb8w7oc_000002_000012#zh#8 一个男人坐在他的客厅里看电视上的实况手术。
X9cfsb8w7oc_000002_000012#zh#9 有人在大屏幕上看一个关于医疗手术的节目。
jjsGyky51Sg_000017_000027#zh#0 一个人在看电视节目，一只狗在他旁边坐着。
jjsGyky51Sg_000017_000027#zh#1 在一个房间内，有一个白色的狗在叫。
jjsGyky51Sg_000017_000027#zh#2 一个坐在地上的狗看见电视机里的画面向旁边叫了几声。
jjsGyky51Sg_000017_000027#zh#3 在一个房间里，一条狗蹲在一旁看电视。
jjsGyky51Sg_000017_000027#zh#4 在一个房间里，一只狗一边看电视一边发出叫声。
jjsGyky51Sg_000017_000027#zh#5 一只狗和它的家人坐在一起，并不停地在大声叫。
jjsGyky51Sg_000017_000027#zh#6 狗在家看电视，电视屏幕上一只狗被牵着走过动物笼子。
jjsGyky51Sg_000017_000027#zh#7 当一只狗在电视上看到一只被放入笼子的狗时，它咆哮了起来。
jjsGyky51Sg_000017_000027#zh#8 一只大狗在背景中播放电视时叫声。
jjsGyky51Sg_000017_000027#zh#9 电视机正播放着节目，一只狗在电视机胖不停的咆哮。
liRO6wrun0o_000109_000119#zh#0 一个小孩子正在好奇的试图抚摸一个电视机。
liRO6wrun0o_000109_000119#zh#1 一个穿着蓝色衣服的小男孩在电视柜上摸来摸去，面前的电视上还在放着电视剧。
liRO6wrun0o_000109_000119#zh#2 一个穿着人蓝色衣服的小孩子在房间里看着电视。
liRO6wrun0o_000109_000119#zh#3 一个小男孩趴在电视桌前看着电视节目。
liRO6wrun0o_000109_000119#zh#4 在一个房间里，电视机在播放电视，旁边有一个小宝宝。
liRO6wrun0o_000109_000119#zh#5 在房间里，一个小男孩趴在桌子上面看电视。
liRO6wrun0o_000109_000119#zh#6 一个小男孩趴在电视柜那边用手抚摸电视，他的旁边放着一箱子玩具。
liRO6wrun0o_000109_000119#zh#7 一个穿着蓝色衣服的小孩站在电视机旁边看节目。
liRO6wrun0o_000109_000119#zh#8 一名幼儿正在拉上电视摊, 一边站着, 一边站起来。
liRO6wrun0o_000109_000119#zh#9 在室内一个小孩趴在电视前面，并且一直在说话。
CG6jvCuZyDg_000002_000012#zh#0 一个外国小孩侧躺在床上睁大着眼睛看电视。
CG6jvCuZyDg_000002_000012#zh#1 一个外国小孩躺在床上看电视，后对着镜头一笑。
CG6jvCuZyDg_000002_000012#zh#2 在一个房间，一个小孩躺在床上看电视。
CG6jvCuZyDg_000002_000012#zh#3 一个婴儿正在躺着，旁边有台电视开着。
CG6jvCuZyDg_000002_000012#zh#4 一个穿着红色衣服的小孩子躺在床上看电视。
CG6jvCuZyDg_000002_000012#zh#5 一个幼儿正躺在床上观看电视播放的音乐。
CG6jvCuZyDg_000002_000012#zh#6 一个小女孩躺在沙发上，看着孩子们在电视上跳舞。
CG6jvCuZyDg_000002_000012#zh#7 一个小女孩躺在长长的沙发上看电视。
CG6jvCuZyDg_000002_000012#zh#8 一个小孩躺在沙发上看着电视的毯子上休息。
CG6jvCuZyDg_000002_000012#zh#9 一个小孩躺在沙发上看电视节目，然后抬头微笑。
KhFhdjjH14Y_000117_000127#zh#0 一个男人拉着绳子踩着冲浪板在海上进行游艇冲浪。
KhFhdjjH14Y_000117_000127#zh#1 一个人手抓绳索，在宽广的海面上进行滑翔运动。
KhFhdjjH14Y_000117_000127#zh#2 一个穿着黑色短裤的人手里拉着绳索，正在海面上玩划水。
KhFhdjjH14Y_000117_000127#zh#3 一个穿着黑色衣服的男人正在水上冲浪。
KhFhdjjH14Y_000117_000127#zh#4 一个人正在拉着一根绳子在冲浪，两侧溅起巨大的水花。
KhFhdjjH14Y_000117_000127#zh#5 一个男人在阳光明媚的日子里，正在海上做着滑水运动。
KhFhdjjH14Y_000117_000127#zh#6 一个穿着短裤的人正在外力的牵引下在水面上冲浪。
KhFhdjjH14Y_000117_000127#zh#7 一个人正在展示他们是如何独自在水中冲浪的。
KhFhdjjH14Y_000117_000127#zh#8 一个人在一根绳子的牵引下在水面上滑行。
KhFhdjjH14Y_000117_000127#zh#9 在一个大海上，一个男人正在用冲浪板冲浪。
E2nurDrtH4s_000011_000021#zh#0 一名身穿蓝色上衣的男子，正在水中冲浪。
E2nurDrtH4s_000011_000021#zh#1 一个人被一艘船拉着在水上冲浪。
E2nurDrtH4s_000011_000021#zh#2 一个人拉着快艇上的绳子的在水上冲浪。
E2nurDrtH4s_000011_000021#zh#3 一个人正在拽着红色的绳子在水面上滑行。
E2nurDrtH4s_000011_000021#zh#4 一艘白色的船再向前行驶着，一个人拽着绳子站在冲浪板上。
E2nurDrtH4s_000011_000021#zh#5 一个人在滑水艇的拖动下在后面滑水。
E2nurDrtH4s_000011_000021#zh#6 一个男子牵在摩托艇后的绳子上在水上玩着滑板。
E2nurDrtH4s_000011_000021#zh#7 一个人在船后划水，从一边到另一边。
E2nurDrtH4s_000011_000021#zh#8 一个在一个快艇后面玩着水上运动。
E2nurDrtH4s_000011_000021#zh#9 一艘正在行驶的船，后面用绳子拉着一个人在水面滑行。
4TxKHJKa4p8_000039_000049#zh#0 两个小孩穿着救生衣，一前一后从滑板上滑入水中。
4TxKHJKa4p8_000039_000049#zh#1 在一个湖上，有两个穿着红色救身衣的人从滑梯的高处接连滑落到了水中。
4TxKHJKa4p8_000039_000049#zh#2 两个人先后从滑坡上滑进了水里，兴奋地喊着。
4TxKHJKa4p8_000039_000049#zh#3 两个穿着救生衣的小孩子从滑梯上端滑进了水里。
4TxKHJKa4p8_000039_000049#zh#4 有两个人从一个滑滑梯上直接滑到了水中。
