G9zN5TTuGO4_000179_000189#zh#0 在野外，一个人正在悬吊在冰地里面进行作业。
CZfe0PkjvA4_000025_000035#zh#2 一位帅气的男人拿着剃须刀正在刮胡子。
CZfe0PkjvA4_000025_000035#zh#3 一个人身穿着浅色的衣服在刮胡须。
CZfe0PkjvA4_000025_000035#zh#4 在一个房子里，有一个男人在给自己刮胡子。
CZfe0PkjvA4_000025_000035#zh#5 一个男人给我们展示如何刮胡子和做胡子的建议。
CZfe0PkjvA4_000025_000035#zh#6 一个男人在演示着如何正确有效的用剃须刀刮胡子。
CZfe0PkjvA4_000025_000035#zh#7 一个男人用刮胡刀刮着胡子，并简单做了一个造型。
CZfe0PkjvA4_000025_000035#zh#8 一个穿着灰色上衣的男人正在房间里刮胡子。
CZfe0PkjvA4_000025_000035#zh#9 一名男子正手拿剃须刀在修剪脸上的毛发。
cBuoOA5jIRI_000039_000049#zh#0 一个有纹身的男人在家里用剃须刀剃胡子。
cBuoOA5jIRI_000039_000049#zh#1 一个赤裸着上半身的男人用刮胡刀修剪胡子。
cBuoOA5jIRI_000039_000049#zh#2 一个赤裸着上身的男人正在剃着自己脸上的毛发。
cBuoOA5jIRI_000039_000049#zh#3 一个光着上身的男人正用手拿着一个机器刮胡子。
cBuoOA5jIRI_000039_000049#zh#4 有一个穿着浅色衣服的人正在刮胡子。
cBuoOA5jIRI_000039_000049#zh#5 一个留着胡子的男人得用电动剃须刀才能把它刮掉。
cBuoOA5jIRI_000039_000049#zh#6 一个男人在房间里拿着工具在剃胡子。
cBuoOA5jIRI_000039_000049#zh#7 当一个人在背景中抗议时，一个男人正在剃掉他的长胡子。
cBuoOA5jIRI_000039_000049#zh#8 一个男人正在使用剃须刀刮胡子，而另一个人正在悲伤惊呼。
cBuoOA5jIRI_000039_000049#zh#9 在室内，一个男子手上拿着刮胡刀正在刮着自己的胡子。
LJbIxxpTctA_000350_000360#zh#0 一名女子正在镜子前使用刮胡刀刮胡子。
LJbIxxpTctA_000350_000360#zh#1 一个人涂满剃须沫在镜子前认真地刮胡子。
LJbIxxpTctA_000350_000360#zh#2 一个男人对着镜子在用刮胡刀刮胡子。
LJbIxxpTctA_000350_000360#zh#3 在一个明亮的房间，一个男人在用蓝色的刮胡刀在刮胡子。
LJbIxxpTctA_000350_000360#zh#4 镜子前一个梳辫子的男人在用剃须刀刮胡子。
LJbIxxpTctA_000350_000360#zh#5 音乐播放时, 一名男子在浴室里刮胡子。
LJbIxxpTctA_000350_000360#zh#6 一个男人站着正在用手动剃须刀刮胡子。
LJbIxxpTctA_000350_000360#zh#7 在浴室里，一个男人用一把塑料剃须刀刮掉他喉咙和下巴上的头发。
LJbIxxpTctA_000350_000360#zh#8 一个人试图在脸上刮着剃须膏的胡子。
LJbIxxpTctA_000350_000360#zh#9 当音乐在播放和人们笑时，一个人在镜子前刮胡子。
9dpvCH9fcIc_000343_000353#zh#0 一个穿着橙色衣服的男人正在树上用电锯清理多余的树枝。
9dpvCH9fcIc_000343_000353#zh#1 一个人用绳子把自己吊在一棵大树上在给树修剪树枝。
9dpvCH9fcIc_000343_000353#zh#2 在一个阳光明媚的天气，一个人在树上工作。
9dpvCH9fcIc_000343_000353#zh#3 在明亮的室外，一个穿橘色衣服的人在树上慢慢下去。
9dpvCH9fcIc_000343_000353#zh#4 一个穿着红色上衣戴着安全帽的人在爬树。
9dpvCH9fcIc_000343_000353#zh#5 一个男人站在一棵高高的树上，用电锯锯掉树枝。
9dpvCH9fcIc_000343_000353#zh#6 一名身穿橙色衬衫的男子站在树下，并在一边修剪着树。
9dpvCH9fcIc_000343_000353#zh#7 一个人穿着防护服系这绳索在树上修剪。
9dpvCH9fcIc_000343_000353#zh#8 一个男人被一根绳子绑住，拿着电锯砍树。
9dpvCH9fcIc_000343_000353#zh#9 一个戴着橙色安全帽的男人正在树上修剪树枝。
Ky49iSd6zDs_000014_000024#zh#0 女人坐在台阶上看着男人整理庭院。
Ky49iSd6zDs_000014_000024#zh#1 一个男人拿着工具在挖花圃里面的树木，另一个女人坐在门口上看着。
Ky49iSd6zDs_000014_000024#zh#2 一个男人正忙碌着耕种窗前的土地，旁边的女人坐在台阶上观看。
Ky49iSd6zDs_000014_000024#zh#3 在室外一个男人在干活，一个女人在旁边看着。
Ky49iSd6zDs_000014_000024#zh#4 在一个宽阔的外面，有一个男人正在挖土种东西。
Ky49iSd6zDs_000014_000024#zh#5 一个男人拿着工具在花坛里工作，而另一个女人坐在台阶上看着他。
Ky49iSd6zDs_000014_000024#zh#6 一个男人正在美化他的前院，而他的家人则在帮忙。
Ky49iSd6zDs_000014_000024#zh#7 个女人坐在门口，一个男人来到花园来回走动。
Ky49iSd6zDs_000014_000024#zh#8 一个女人坐着家门口，另一个人在工作着。
Ky49iSd6zDs_000014_000024#zh#9 一名男子在一所房子前面的花园工作，而一名妇女则坐在前面的台阶上。
tGiBJQ5RhZQ_000077_000087#zh#0 一个高大的男人在庭院里修剪多余的树枝。
tGiBJQ5RhZQ_000077_000087#zh#1 一个男人用剪刀在修剪外面的植物。
tGiBJQ5RhZQ_000077_000087#zh#2 在一个院子里。一个穿白色裤子的男人正在修剪树枝。
tGiBJQ5RhZQ_000077_000087#zh#3 一个穿着白色裤子的男人正在修理枝叶、。
tGiBJQ5RhZQ_000077_000087#zh#4 室外有一个戴着帽子的男人手里拿着某种物品正在剪绿色植物的枝叶。
tGiBJQ5RhZQ_000077_000087#zh#5 一名男子使用工具，正在演示如何从灌木丛中修剪着树枝。
tGiBJQ5RhZQ_000077_000087#zh#6 一个男人正在展示如何修剪房子旁边的植物。
tGiBJQ5RhZQ_000077_000087#zh#7 一个男人用园艺工具详细的描述了切割灌木这个过程。
tGiBJQ5RhZQ_000077_000087#zh#8 一个戴着手套的男人正在修剪院子里的草丛。
tGiBJQ5RhZQ_000077_000087#zh#9 一名戴着帽子的男子正在修剪一些树篱。
yIus7dY2BKU_000094_000104#zh#0 一个穿着黑色衣服的人，爬在一个红色的梯子上，用电锯在锯树。
yIus7dY2BKU_000094_000104#zh#1 一个人依靠在红色的长梯上切割电线杆旁的树枝。
yIus7dY2BKU_000094_000104#zh#2 一个站在梯子上的人用电锯锯木头。
yIus7dY2BKU_000094_000104#zh#3 一个男人踩在伸缩梯上拿着锯子锯树。
yIus7dY2BKU_000094_000104#zh#4 一个工人站在高高的梯子上用电锯把电线附近的树枝锯掉。
yIus7dY2BKU_000094_000104#zh#5 一个人站在高高的梯子上，用一把锯子从树上锯下一根树枝。
yIus7dY2BKU_000094_000104#zh#6 一个男人站在梯子上用锯把树的枝干切割下来。
yIus7dY2BKU_000094_000104#zh#7 一个站在高梯顶部的人正在使用电锯修剪电话线附近的树枝。
yIus7dY2BKU_000094_000104#zh#8 一个穿着黑色衣服的人站在梯子上据树。
yIus7dY2BKU_000094_000104#zh#9 一个男人站在一个梯子上，他砍掉一棵在电力线上的树上的四肢。
5dRnwv9ZiG4_000041_000051#zh#0 一个机器把一颗大树上面的枝干全部剔除了，然后又把树干给分割了。
5dRnwv9ZiG4_000041_000051#zh#1 一个工人在吊车云梯上将一棵很高的树一部部砍下。
5dRnwv9ZiG4_000041_000051#zh#2 一名年轻人在卡车上在给树上的树干截断。
5dRnwv9ZiG4_000041_000051#zh#3 有一些人正在碌碌续续的往一辆车里搬东西。
5dRnwv9ZiG4_000041_000051#zh#4 一个穿着黑色上衣的人正在借助机器修剪大树。
5dRnwv9ZiG4_000041_000051#zh#5 正在快速的播放砍下棕榈树的时间。
5dRnwv9ZiG4_000041_000051#zh#6 在户外工人们正在使用工具给树枝修剪。
5dRnwv9ZiG4_000041_000051#zh#7 一个树被一台机器从上向下给截断了。
5dRnwv9ZiG4_000041_000051#zh#8 一个人站在升降机的升降台上切割树枝。
5dRnwv9ZiG4_000041_000051#zh#9 在室外，一个人站在一台机器上面正在砍树。
lV4r_8tHGAY_000034_000044#zh#0 一个穿红白相间衣服的人从树上慢慢的下来。
lV4r_8tHGAY_000034_000044#zh#1 一个人正在很高的树上进行林事操作。
lV4r_8tHGAY_000034_000044#zh#2 一个爬到树上面的人在用双手抓着树干小心的往下爬。
lV4r_8tHGAY_000034_000044#zh#3 白天的户外，一个男人，从一颗树上，攀爬下来。
lV4r_8tHGAY_000034_000044#zh#4 一个身上绑着安全绳和锯子的人，从树上慢慢往下爬。
lV4r_8tHGAY_000034_000044#zh#5 一名男子爬下一棵树腰间挂着一把电动链锯。
lV4r_8tHGAY_000034_000044#zh#6 一个高高在树上的人用他的安全线将他固定在原地, 而他则用链锯砍掉四肢。
lV4r_8tHGAY_000034_000044#zh#7 一个人正在嘈杂的机器轰鸣声中试图把一棵树的树干砍下来。
lV4r_8tHGAY_000034_000044#zh#8 一个穿着白色衣服的男人正在从树上往下爬。
lV4r_8tHGAY_000034_000044#zh#9 一个男人正在借助着一条缠在腰间的挽具，从树上爬下来。
--oJV4vFNeI_000003_000013#zh#0 一个穿着黑色衣服的男人在操场上跳远。
--oJV4vFNeI_000003_000013#zh#1 一个男人正在训练场上练习三级跳远。
--oJV4vFNeI_000003_000013#zh#2 一个男人在室外运动场的赛道上助跑跳进沙坑。
--oJV4vFNeI_000003_000013#zh#3 一个穿着深色衣服的人在草地上跳远。
--oJV4vFNeI_000003_000013#zh#4 在室外，一个穿着黑色衣服的男子正在进行着三级跳。
--oJV4vFNeI_000003_000013#zh#5 一个男人单腿快速跳动，并跳进了沙坑里。
--oJV4vFNeI_000003_000013#zh#6 一个身穿蓝色背心红色短裤的男人跳着蹦着。
--oJV4vFNeI_000003_000013#zh#7 一个男人先跳跃着然后跳进了一片沙子。
--oJV4vFNeI_000003_000013#zh#8 一个穿着红色短裤的男子在练习三级跳。
--oJV4vFNeI_000003_000013#zh#9 在室外的运动场地，一个男子正在做着跳远的运动。
05DTHPMVt_I_000005_000015#zh#0 一个穿运动装的男人在三级跳远的场地上跳远。
05DTHPMVt_I_000005_000015#zh#1 田径场上，一名田径运动员正在进行田径项目比赛。
05DTHPMVt_I_000005_000015#zh#2 一名运动员在操场上进行奔跑跳跃比赛完成。
05DTHPMVt_I_000005_000015#zh#3 在一个运动场上，一个运动员正在三级跳远。
05DTHPMVt_I_000005_000015#zh#4 田径场上，一个运动员在进行三级跳远项目。
05DTHPMVt_I_000005_000015#zh#5 赛场上一名选手跑步、跳跃并降落在沙坑里。
05DTHPMVt_I_000005_000015#zh#6 一个三级跳运动员在赛道上进行三级跳远。
05DTHPMVt_I_000005_000015#zh#7 一名运动员正沿着赛道奔跑，然后进行三次跳跃，落在着陆点上。
05DTHPMVt_I_000005_000015#zh#8 一个穿着蓝色衣服的运动员正在赛场上跳远。
05DTHPMVt_I_000005_000015#zh#9 一名男性运动员在赛道上正在三级跳，然后跳入了沙坑。
5sg_PjZ2kvo_000011_000021#zh#0 一个人在用手跟随音乐模仿走路的样子。
5sg_PjZ2kvo_000011_000021#zh#1 一人在房间里面手掌的食指和中指在前后摆动。
5sg_PjZ2kvo_000011_000021#zh#2 在一个房子里。有一只黑白相间的小花猫正趴在地毯上。
5sg_PjZ2kvo_000011_000021#zh#3 有一个人在用手指在地板上逗弄着小猫。
5sg_PjZ2kvo_000011_000021#zh#4 一个人用两个手机手指做各种动作中间插进了两只猫和一个男人的图片还有一个大叫的人。
5sg_PjZ2kvo_000011_000021#zh#5 一个人正在做健身操，点缀着猫的照片及一张恐怖的脸。
5sg_PjZ2kvo_000011_000021#zh#6 一个人正在不断地使用自己的手指进行舞蹈。
5sg_PjZ2kvo_000011_000021#zh#7 当音乐在背景中演奏时，一个人正在展示如何旋转手指。还出现了猫和恐怖的人脸。
5sg_PjZ2kvo_000011_000021#zh#8 一个人的手指在相机前来回移动。
5sg_PjZ2kvo_000011_000021#zh#9 一只手正在模仿行走，一个男人张大了嘴色做了一个表情。
YG8JiyFKQ9M_000094_000104#zh#0 一个人用手指穿着两只小小的鞋子在桌子上走路。
YG8JiyFKQ9M_000094_000104#zh#1 右手食指和中指穿着一双白鞋在桌子上模仿太空步。
YG8JiyFKQ9M_000094_000104#zh#2 用手指大小的鞋子套在手指头上走路。
YG8JiyFKQ9M_000094_000104#zh#3 一只手的食指和中指上套着一双白色的玩具鞋子在一个棕色的平面上模仿走路。
YG8JiyFKQ9M_000094_000104#zh#4 一个人将自己的两个手指穿上了小白鞋模型。
YG8JiyFKQ9M_000094_000104#zh#5 有人在他的食指和中指上用小鞋子展示月球漫步。
YG8JiyFKQ9M_000094_000104#zh#6 两只手指穿着一双玩具运动鞋，向后滑行，穿着太空步式，穿过木质的表面。
YG8JiyFKQ9M_000094_000104#zh#7 男孩把手指伸进迷你运动鞋里，当他将它们移过桌子时描述了一种流行的舞蹈动作。
YG8JiyFKQ9M_000094_000104#zh#8 一个人用手指穿白色的鞋子做月球漫步。
YG8JiyFKQ9M_000094_000104#zh#9 一个男人把玩具鞋放在手指上，表现得好像在跳太空步一样。
U4lBS3FWvC0_000111_000121#zh#0 一名穿着白色衬衫带黑框眼镜的男子正在示范如何带领结。
U4lBS3FWvC0_000111_000121#zh#1 一个穿着白衬衫的男人，在愉快地打领结。
U4lBS3FWvC0_000111_000121#zh#2 一个穿着白色上衣的男人在一个房间展示系领带的技巧。
U4lBS3FWvC0_000111_000121#zh#3 一个穿着白色衬衣带着眼镜的男人在打领结。
U4lBS3FWvC0_000111_000121#zh#4 一个穿着白色衣服的人正在介绍自己的黑色领带。
U4lBS3FWvC0_000111_000121#zh#5 一个男人正在演示如何正确系领结。
U4lBS3FWvC0_000111_000121#zh#6 一个身穿白色衬衫和戴着眼镜的男子示范如何打领结。
U4lBS3FWvC0_000111_000121#zh#7 一个穿着白衬衣的男人正在整理衣服上的蝴蝶结。
U4lBS3FWvC0_000111_000121#zh#8 一个男人正在给他的脖子系一个领结。
U4lBS3FWvC0_000111_000121#zh#9 一个人正在演示如何用手系领结，然后转了个身。
eJ_SjjpBYE4_000139_000149#zh#0 在一个昏暗的房间了，一个人正在系领带。
eJ_SjjpBYE4_000139_000149#zh#1 一个身穿黄色衣服的人在很缓慢地打领带。
eJ_SjjpBYE4_000139_000149#zh#2 一个穿着黄色衣服的人正在给自己打领带。
eJ_SjjpBYE4_000139_000149#zh#3 一个穿黄色衣服的人正在衣领上系结。
eJ_SjjpBYE4_000139_000149#zh#4 房间中，一个男人，正在给自己的衣服打领结。
eJ_SjjpBYE4_000139_000149#zh#5 一个年轻人在展示着，如何在自己的脖子上系着蝴蝶结。
eJ_SjjpBYE4_000139_000149#zh#6 一个穿着黄色衣服的男人正在用手在他脖子上打一个蓝色的蝴蝶结。
eJ_SjjpBYE4_000139_000149#zh#7 一个穿着黄色毛衣的人正在展示系领结的正确方法。
eJ_SjjpBYE4_000139_000149#zh#8 一个男人在自己身上打领结的最后一个阶段。
eJ_SjjpBYE4_000139_000149#zh#9 在室内，一个男人在展示自己系的领结。
GJmfSgkvH7o_000019_000029#zh#0 一个穿着格子衬衫的女孩正在整理脖子上的领结。
GJmfSgkvH7o_000019_000029#zh#1 一个穿格子衣服衬衫的女孩在听着音乐，同时在整自己脖子上的领带。
GJmfSgkvH7o_000019_000029#zh#2 一个穿着格子衣服的女人在系领结。
GJmfSgkvH7o_000019_000029#zh#3 在一个阴暗的房间，一个长发女人在整理衣服。
GJmfSgkvH7o_000019_000029#zh#4 一个穿格子衬衫的女生，在整理自己脖子上的蝴蝶结。
GJmfSgkvH7o_000019_000029#zh#5 在音乐播放声中，一个女人正在修她的领结。
GJmfSgkvH7o_000019_000029#zh#6 一个女孩正在照镜子, 然后调整她的领结。
GJmfSgkvH7o_000019_000029#zh#7 一个女孩在相机上演示如何在领带上系一个领结。
GJmfSgkvH7o_000019_000029#zh#8 一个穿着格子衣服的女人把她的领结挂在脖子上。
GJmfSgkvH7o_000019_000029#zh#9 一个女孩在脖子上系上领结, 然后调整它。
WFG38qMr2Fk_000021_000031#zh#0 一个身穿蓝色衣服的长头发女人正在用绳子把自己捆起来。
WFG38qMr2Fk_000021_000031#zh#1 在一个草坪上有一名穿着蓝色上衣的女孩儿在系绳子。
WFG38qMr2Fk_000021_000031#zh#2 一个穿蓝色背心、黑色裤子的女人正在给腰间的绳子打结。
WFG38qMr2Fk_000021_000031#zh#3 一个穿着米老鼠图案衣服的女子正在往自己腰间系绳索。
WFG38qMr2Fk_000021_000031#zh#4 阳关明媚的树林里，一个女子在给腰间保护绳打结。
WFG38qMr2Fk_000021_000031#zh#5 一个年轻的女孩在腰上展示如何做一个结实的结。
WFG38qMr2Fk_000021_000031#zh#6 一个女人把一条绳子绑在了腰上面。
WFG38qMr2Fk_000021_000031#zh#7 一名年轻女子正在用腰部的一根绳子打结。
WFG38qMr2Fk_000021_000031#zh#8 一个穿着蓝色上衣的女人正把一件长袍绑在腰带上。
WFG38qMr2Fk_000021_000031#zh#9 一位女士在外面慢慢地把绳子绑在自己身上。
7mP4mouloV0_000011_000021#zh#0 一个人给一根绳子打好节，并把另外一根绳子系在上面。
7mP4mouloV0_000011_000021#zh#1 一个人将一根绳子打了一个结，拿起另一根绳子准备和之前的绳子一起。
7mP4mouloV0_000011_000021#zh#2 一个人在系一条白色的绳子然后把另一条绳子放在这条绳子上。
7mP4mouloV0_000011_000021#zh#3 一个人正在用手把两条白色的绳子连在一块。
7mP4mouloV0_000011_000021#zh#4 在房间内，一双书，在桌子上，系着两条绳子。
7mP4mouloV0_000011_000021#zh#5 一个人拿着两根绳子，在上面打着一个结系在一起。
7mP4mouloV0_000011_000021#zh#6 一个人把一个白色绳索打结，再把另一个绳索拿了过来。
7mP4mouloV0_000011_000021#zh#7 一个人正在演示如何在悬疑音乐播放时打一个特定类型的结。
7mP4mouloV0_000011_000021#zh#8 演示如何在绳索上系结并将多根绳索系在一起。
7mP4mouloV0_000011_000021#zh#9 一个人把一个绳子打个结，然后拿起第二根绳子系在绳子上。
sldlahvl3Tc_000008_000018#zh#0 一名男子将金属线绕在钩子上，并用力扯这根线。
sldlahvl3Tc_000008_000018#zh#1 一个人用一根线在铁钩上绕了几圈。
